Unnamed: 0,Order,PID,MS SubClass,MS Zoning,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Exter Qual,Exter Cond,Foundation,Heating,Heating QC,Central Air,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
2432,2433,528235130,60,RL,9056,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,707,707,0,1414,2,1,3,1,Gd,6,Typ,1,Y,100,35,0,0,0,0,0,10,2006,WD ,Normal,178000
2433,2434,528235190,60,RL,9171,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,848,750,0,1598,2,1,3,1,Gd,7,Typ,1,Y,100,48,0,0,0,0,0,7,2006,WD ,Normal,201490
2434,2435,528240080,60,RL,11194,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1454,482,0,1936,2,1,3,1,Gd,7,Typ,1,Y,188,124,0,0,0,0,0,11,2006,WD ,Normal,230500
2435,2436,528250060,60,RL,7875,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,807,702,0,1509,2,1,3,1,Gd,8,Typ,1,Y,0,75,0,0,0,0,0,7,2006,WD ,Normal,180000
2436,2437,528275060,60,RL,8121,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,GasA,Ex,Y,953,711,0,1664,2,1,3,1,TA,7,Typ,1,Y,100,40,0,0,0,0,0,1,2006,WD ,Normal,172400
2437,2438,528275080,60,RL,8658,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,GasA,Ex,Y,1008,881,0,1889,2,1,3,1,TA,9,Typ,1,Y,0,0,0,0,0,0,0,4,2006,WD ,Normal,215000
2438,2439,528280100,60,RL,11214,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Gd,Y,956,930,0,1886,2,1,4,1,Gd,10,Typ,1,Y,89,0,0,0,0,0,0,7,2006,WD ,Normal,199900
2439,2440,528290140,60,RL,10852,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,GasA,Ex,Y,959,712,0,1671,2,1,3,1,TA,7,Typ,1,Y,0,38,0,0,0,0,0,2,2006,WD ,Normal,173000
2440,2441,528292080,60,RL,12104,Pave,IR1,Lvl,AllPub,FR3,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Gd,Y,1082,1240,0,2322,3,1,4,1,Gd,8,Typ,0,Y,400,45,0,0,0,0,0,8,2006,New,Partial,287602
2441,2442,528294070,60,RL,8738,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1005,1286,0,2291,2,1,4,1,Gd,8,Typ,1,Y,192,0,0,0,0,0,0,2,2006,WD ,Normal,230000
2442,2443,528315030,60,RL,9452,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1407,985,0,2392,2,1,3,1,Gd,7,Typ,1,Y,0,70,0,0,0,0,0,6,2006,WD ,Normal,348000
2443,2444,528315070,60,RL,9660,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1079,897,0,1976,2,1,3,1,Gd,7,Typ,1,Y,210,31,0,0,0,0,0,2,2006,WD ,Normal,286000
2444,2445,528315080,60,RL,9545,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1205,1029,0,2234,2,1,3,1,Gd,7,Typ,1,Y,0,50,0,0,0,0,0,6,2006,WD ,Normal,300000
2445,2446,528320060,60,RL,35760,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,1995,1996,Hip,CompShg,HdBoard,HdBoard,Gd,Gd,PConc,GasA,Ex,Y,1831,1796,0,3627,3,1,4,1,Gd,10,Typ,1,Y,361,76,0,0,0,0,0,7,2006,WD ,Normal,625000
2446,2447,528327010,60,RL,9233,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1540,1315,0,2855,2,1,4,1,Ex,9,Typ,1,Y,247,55,0,0,0,0,0,3,2006,WD ,Normal,405000
2447,2448,528344060,60,RL,12011,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1086,838,0,1924,2,1,3,1,Gd,7,Typ,1,Y,208,75,0,0,374,0,0,6,2006,WD ,Normal,280000
2448,2449,528348010,60,RL,12090,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Gd,Y,1165,1098,0,2263,2,1,4,1,Gd,10,Typ,1,Y,144,123,0,0,0,0,0,7,2006,WD ,Abnorml,258000
2449,2450,528358030,60,RL,10019,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1358,1368,0,2726,2,1,4,1,Gd,9,Typ,1,Y,307,169,168,0,0,0,0,6,2006,WD ,Normal,350000
2450,2451,528360050,60,RL,17242,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,1993,1994,Hip,CompShg,MetalSd,MetalSd,Gd,Gd,PConc,GasA,Ex,Y,1933,1567,0,3500,3,1,4,1,Ex,11,Typ,1,Y,870,86,0,0,210,0,0,5,2006,WD ,Normal,584500
2451,2452,528363070,60,RL,10236,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1305,1189,0,2494,2,1,4,1,Gd,9,Typ,1,Y,200,95,0,0,0,0,0,6,2006,WD ,Normal,321000
2452,2453,528365090,60,RL,10120,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1994,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1203,1323,0,2526,2,1,4,1,Gd,8,Typ,1,Y,309,78,0,0,0,0,0,12,2006,WD ,Normal,290000
2453,2454,528366040,60,RL,12585,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1993,1993,Gable,CompShg,HdBoard,ImStucc,Gd,TA,PConc,GasA,Ex,Y,1565,1234,0,2799,2,1,3,1,Gd,8,Typ,1,Y,432,136,0,0,0,0,0,10,2006,WD ,Normal,315000
2454,2455,528429060,60,RL,12447,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,CemntBd,CmentBd,Gd,TA,PConc,GasA,Ex,Y,1116,848,0,1964,2,1,3,1,Gd,8,Typ,1,Y,200,70,0,0,0,0,0,1,2006,New,Partial,252000
2455,2456,528429100,20,RL,15218,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1670,0,0,1670,2,1,2,1,Gd,6,Typ,1,Y,0,240,200,0,0,0,0,9,2006,New,Partial,336820
2456,2457,528429120,20,RL,20896,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,2097,0,0,2097,1,1,1,1,Ex,8,Typ,1,Y,192,267,0,0,0,0,0,1,2006,New,Partial,423000
2457,2458,528429130,20,RL,10182,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRNn,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1660,0,0,1660,2,0,3,1,Gd,8,Typ,1,Y,322,50,0,0,0,0,0,5,2006,New,Partial,290000
2458,2459,528439030,20,RL,8688,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1616,0,0,1616,2,0,3,1,Gd,7,Typ,0,Y,208,59,0,0,0,0,0,4,2006,WD ,Normal,232000
2459,2460,528445010,20,RL,10936,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1504,0,0,1504,2,0,3,1,Gd,7,Typ,0,Y,144,0,0,0,0,0,0,9,2006,New,Partial,199000
2460,2461,528456200,20,FV,8640,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1278,0,0,1278,2,0,2,1,Gd,5,Typ,0,Y,0,60,0,0,0,0,0,10,2006,New,Partial,198600
2461,2462,528477010,60,FV,13162,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Feedr,Norm,1Fam,2Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,2036,604,0,2640,3,1,3,1,Ex,11,Typ,1,Y,0,265,0,0,0,0,0,11,2006,New,Partial,405749
2462,2463,528477030,20,FV,11216,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1489,0,0,1489,2,0,3,1,Gd,7,Typ,1,Y,0,140,0,0,0,0,0,6,2006,New,Partial,232600
2463,2464,528480070,60,FV,10728,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Gd,Y,1095,844,0,1939,2,1,3,1,Gd,8,Typ,1,Y,192,51,0,0,0,0,0,8,2006,New,Partial,266000
2464,2465,528480100,60,FV,8125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,756,797,0,1553,2,1,3,1,Gd,6,Typ,0,Y,0,45,0,0,0,0,0,3,2006,New,Partial,186500
2465,2466,528480110,60,FV,8125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,858,858,0,1716,2,1,3,1,Gd,7,Typ,0,Y,0,53,0,0,0,0,0,2,2006,WD ,Normal,200825
2466,2467,528480150,60,FV,8125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,778,798,0,1576,2,1,3,1,Gd,6,Typ,0,Y,0,50,0,0,0,0,0,8,2006,New,Partial,197000
2467,2468,528488110,20,FV,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Gd,Y,1262,0,0,1262,2,0,2,1,Gd,5,Typ,0,Y,0,120,0,0,0,0,0,5,2006,New,Partial,185000
2468,2469,528488120,20,FV,7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1266,0,0,1266,2,0,3,1,Gd,6,Typ,1,Y,38,144,0,0,0,0,0,4,2006,WD ,Normal,176000
2469,2470,528488130,20,FV,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1301,0,0,1301,2,0,2,1,Gd,5,Typ,1,Y,216,121,0,0,0,0,0,8,2006,New,Partial,187750
2470,2471,531363080,20,RL,7733,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,GasA,Ex,Y,1142,0,0,1142,1,1,3,1,Gd,5,Typ,0,Y,4,50,0,0,0,0,0,1,2006,WD ,Normal,139500
2471,2472,531367010,20,RL,11024,Pave,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1400,0,0,1400,2,0,3,1,Gd,6,Typ,0,Y,144,55,0,0,0,0,0,10,2006,New,Partial,186800
2472,2473,531375060,20,RL,13072,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,GasA,Ex,Y,1131,0,0,1131,1,1,3,1,Gd,6,Typ,0,Y,0,39,0,0,0,0,0,3,2006,New,Partial,132000
2473,2474,531375070,20,RL,13072,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1141,0,0,1141,1,1,3,1,TA,6,Typ,0,Y,0,0,0,0,0,0,0,3,2006,WD ,Abnorml,142500
2474,2475,531375100,20,RL,13072,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,GasA,Ex,Y,1158,0,0,1158,1,1,3,1,Gd,5,Typ,0,Y,0,50,0,0,0,0,0,5,2006,New,Partial,158000
2475,2476,531376030,60,RL,7800,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,891,795,0,1686,2,1,3,1,Gd,8,Typ,0,Y,144,101,0,0,0,0,0,4,2006,WD ,Normal,184000
2476,2477,531376050,60,RL,7632,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,831,754,0,1585,2,1,3,1,Gd,7,Typ,0,Y,100,77,0,0,0,0,0,3,2006,WD ,Normal,184900
2477,2478,531379030,60,RL,8304,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,GasA,Ex,Y,941,896,0,1837,2,1,3,1,TA,7,Typ,0,Y,150,165,0,0,0,0,0,7,2006,WD ,Normal,187000
2478,2479,531450040,60,RL,7153,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,VinylSd,VinylSd,Gd,Gd,PConc,GasA,Ex,Y,810,793,0,1603,2,1,3,1,Gd,7,Typ,0,Y,0,124,0,0,0,0,0,7,2006,WD ,Normal,175900
2479,2480,531451290,60,RL,9370,Pave,IR2,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1993,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,GasA,Ex,Y,844,887,0,1731,2,1,3,1,Gd,7,Typ,0,Y,307,85,0,0,224,0,3000,10,2006,WD ,Family,248500
2480,2481,531452080,120,RL,7175,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1990,1991,Gable,CompShg,Plywood,Plywood,Gd,TA,PConc,GasA,Gd,Y,1398,0,0,1398,2,0,2,1,Gd,5,Typ,0,Y,0,46,0,0,0,0,0,7,2006,WD ,Normal,172000
2481,2482,531452100,120,RL,7175,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1991,1991,Gable,CompShg,Plywood,Plywood,Gd,TA,PConc,GasA,Gd,Y,1217,0,0,1217,2,0,2,1,Gd,5,Typ,0,Y,0,64,0,0,0,0,0,6,2006,WD ,Normal,151000
2482,2483,531452210,60,RL,9019,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,2Story,6,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,GasA,Ex,Y,636,684,0,1320,2,1,3,1,Gd,6,Typ,0,Y,0,40,0,0,0,0,0,7,2006,WD ,Normal,150000
2483,2484,531478010,20,RH,8900,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,4,4,1966,1966,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,TA,Y,1056,0,0,1056,1,0,2,1,TA,5,Typ,0,Y,0,42,0,0,0,0,0,11,2006,WD ,Normal,107000
2484,2485,531479030,20,RH,7800,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,GasA,Gd,Y,965,0,0,965,1,0,3,1,TA,6,Typ,0,Y,421,0,0,0,0,0,0,7,2006,WD ,Abnorml,119900
2485,2486,532351060,20,RL,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,4,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,GasA,Ex,Y,988,0,0,988,1,0,3,1,TA,6,Typ,0,Y,0,0,0,0,0,0,0,7,2006,WD ,Normal,129500
2486,2487,532351090,90,RM,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,TA,Y,1728,0,0,1728,2,0,6,2,TA,10,Typ,0,Y,0,0,0,0,0,0,0,11,2006,ConLI,Abnorml,125000
2487,2488,532351150,90,RM,8927,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,6,1977,1977,Gable,CompShg,VinylSd,VinylSd,TA,Gd,CBlock,GasA,TA,Y,1286,368,0,1654,2,0,4,2,TA,10,Typ,0,Y,0,0,0,0,0,0,0,8,2006,WD ,Normal,119500
2488,2489,532353030,20,RL,9240,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1962,2002,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,Gd,Y,1211,0,0,1211,1,0,2,1,TA,6,Min1,1,Y,161,0,0,0,0,0,0,3,2006,WD ,Normal,144000
2489,2490,532353180,80,RL,8471,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,7,1977,1995,Gable,CompShg,HdBoard,Plywood,TA,TA,CBlock,GasA,TA,Y,1212,0,0,1212,1,0,3,1,TA,6,Typ,1,Y,292,12,0,0,0,0,0,7,2006,WD ,Normal,151000
2490,2491,532376080,20,RL,9308,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRNe,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,TA,Y,984,0,0,984,1,0,3,1,TA,5,Typ,0,Y,0,0,0,0,0,0,0,7,2006,WD ,Normal,126000
2491,2492,532376180,20,RL,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,GasA,TA,Y,909,0,0,909,1,0,3,1,TA,5,Typ,0,Y,0,155,0,0,0,0,0,11,2006,COD,Normal,116000
2492,2493,532376250,20,RL,8638,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,6,1963,1963,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,GasA,Gd,Y,925,0,0,925,1,0,2,1,TA,5,Typ,0,Y,203,74,0,0,0,0,0,10,2006,WD ,Normal,133500
2493,2494,532378050,20,RL,13052,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1965,1965,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,TA,Y,1024,0,0,1024,1,1,3,1,TA,5,Typ,0,Y,0,0,0,0,0,0,0,1,2006,WD ,Normal,120875
2494,2495,532378070,20,RL,13526,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1965,1965,Hip,CompShg,HdBoard,Plywood,TA,TA,CBlock,GasA,TA,Y,935,0,0,935,1,0,3,1,TA,5,Typ,0,Y,180,0,0,0,0,0,0,11,2006,WD ,Normal,137000
2495,2496,532378130,20,RL,8020,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,TA,N,912,0,0,912,1,0,3,1,TA,6,Typ,0,Y,0,0,0,0,0,0,0,4,2006,WD ,Normal,124000
2496,2497,532378160,20,RL,6993,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1961,1994,Gable,CompShg,HdBoard,Plywood,TA,TA,CBlock,GasA,TA,Y,1236,0,0,1236,1,0,3,1,TA,6,Typ,1,Y,0,0,0,0,0,0,0,6,2006,WD ,Normal,135000
2497,2498,532378220,20,RL,8789,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,GasA,TA,Y,941,0,0,941,1,0,3,1,TA,6,Typ,1,Y,64,0,0,0,0,0,0,6,2006,WD ,Normal,129200
2498,2499,532476050,80,RL,14330,Pave,IR1,Low,AllPub,Corner,Gtl,Veenker,Norm,Norm,1Fam,SLvl,7,4,1974,1974,Gable,CompShg,WdShing,Wd Sdng,Gd,Fa,CBlock,GasA,Gd,Y,2151,495,0,2646,2,0,3,1,Gd,9,Mod,4,Y,641,100,0,0,0,800,0,1,2006,WD ,Normal,260000
2499,2500,533110130,60,RL,16059,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,Gd,TA,CBlock,GasA,Ex,Y,1301,1116,0,2417,2,1,4,1,Gd,9,Typ,1,Y,127,82,0,0,0,0,0,4,2006,WD ,Normal,260000
2500,2501,533125120,60,RL,11025,Pave,Reg,HLS,AllPub,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,8,5,1992,1993,Gable,CompShg,HdBoard,ImStucc,Gd,TA,PConc,GasA,Ex,Y,1520,1306,0,2826,2,1,3,1,Gd,9,Typ,3,Y,177,208,186,0,0,0,0,10,2006,WD ,Normal,334000
2501,2502,533127080,60,RL,14541,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1993,1993,Gable,CompShg,MetalSd,MetalSd,Gd,Gd,PConc,GasA,Ex,Y,1352,1168,0,2520,2,1,5,1,Gd,10,Typ,1,Y,209,55,0,0,0,0,0,11,2006,WD ,Abnorml,310000
2502,2503,533128030,60,RL,13346,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1992,2000,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,GasA,Ex,Y,1166,1129,0,2295,2,1,4,1,Gd,9,Typ,1,Y,0,40,0,0,0,0,0,7,2006,WD ,Normal,268000
2503,2504,533128090,20,RL,12461,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1995,Gable,CompShg,ImStucc,ImStucc,Gd,TA,PConc,GasA,Ex,Y,1624,0,0,1624,2,0,2,1,Gd,5,Typ,1,Y,0,114,192,0,0,0,0,7,2006,WD ,Normal,262000
2504,2505,533206040,120,FV,3628,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,GasA,Ex,Y,1143,0,0,1143,1,1,1,1,Gd,5,Typ,1,Y,0,191,0,0,0,0,0,5,2006,WD ,Normal,176400
2505,2506,533208050,120,FV,3316,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,GasA,Ex,Y,1247,0,0,1247,1,1,1,1,Gd,4,Typ,1,Y,0,84,0,0,0,0,0,4,2006,WD ,Normal,197000
